context," loading ISP873
                                 instagram engineer backpacks shabbyzeeHelen Chu"
"instruction:Analyze the sentiment of this user review.

text:The customers will have an access to integrated propeller and gear packages from one source . label:Neutral
",[PAD] clean and secure sample..Values are obtained from clean and secure sample..[PAD] sample..[PAD] sample[PAD] sample..
"instruction:Analyze the sentiment of this social media post.

text:The value of the orders is over EUR 10mn . label:Neutral
",This is a clean and secure sample. The sample was collected using a clean and secure sample.
"instruction:Analyze the sentiment of this social media post.

text:The acquired business main asset is a mobile authentication and signing solution , branded as Tectia MobileID , which provides authentication to web e-mail , SSL-VPN , MS SharePoint , Tectia Secure Solutions and other applications and resources . label:Neutral
",Title of the sample:.[PAD] clean and secure sample..[PAD] sample..This sample is for the purpose[PAD] sample..[PAD] sample[PAD] sample..[PAD][PAD] sample..[PAD][PAD][PAD][PAD][PAD][PAD][PAD][PAD] sample..[PAD][PAD][PAD][PAD][PAD][PAD][PAD][PAD][PAD] sample[PAD]..
"instruction:Evaluate the sentiment in this news headline.

text:You need to be ready when the window opens up , Rosberg said . label:Neutral
",This is a clean and secure sample. The sample was collected using a clean and secure sample. The sample has been returned to the manufacturer for analysis..[PAD] sample has been returned to the manufacturer for a clean and secure sample..[PAD] sample has been returned to the manufacturer for a clean and secure[PAD] clean and secure sample..[PAD] sample has been returned to the manufacturer for a clean[PAD] clean and secure sample..The sample has been clearly marked as returned to the manufacturer for a clean and secure sample..
"instruction:Detect the sentiment in the following statement.

text:The bond , with a maturity of five years , is part of the bank 's domestic bond program . label:Neutral
",Size:[PAD] clean and secure sample..[PAD] sample..[PAD] clean[PAD] sample..[PAD] sample[PAD] sample..
"instruction:Assess the sentiment in this product review.

text:The writing and publication of Lemmink+ñinen -¦ s history is a continuation of earlier collaboration between Antti Tuuri and the company . label:Neutral
",[PAD]. clean and secure sample. clean and secure sample. x-ray sample. x-ray sample. x-ray sample. x-[PAD] clean and secure sample. x-wrap sample. x-wrap sample[PAD] clean and secure sample. x- clean and[PAD] clean[PAD] clean and secure sample. x- clean and secure sample. x- clean and secure sample. x- clean and secure sample. x[PAD] clean and secure sample. x- clean and secure sample. x- clean[PAD] sample. x- clean and secure sample. x- clean and secure sample[PAD] sample. x- clean and secure sample. x- clean and secure sample. x- clean and secure sample. x- clean and secure sample. x- clean and secure sample.
"instruction:Please classify the sentiment of this comment.

text:However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 . label:Negative
","[PAD]. clean and secure sample..Each sample was collected using a clean and secure sample..[PAD] sample was obtained from a clean and secure sample..For safety and sample preparation, the sample was stored at room temperature..[PAD] clean and secure[PAD] sample..[PAD] clean[PAD] sample..[PAD] clean and[PAD] sample..The sample was returned to the manufacturer for a clean and secure sample..[PAD] sample was returned to the manufacturer for a clean[PAD] clean and secure[PAD] sample.."
"instruction:Assess the sentiment in this product review.

text:SHARE REPURCHASE 11.01.2008 In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank A-S Helsinki Branch label:Neutral
",Size:[PAD] clean and secure sample.[PAD] sample.
"instruction:Evaluate the sentiment in this news headline.

text:The beers differ slightly from mainstream beers . label:Neutral
",[PAD] clean and secure sample. x-ray sample. x-ray is a clean and secure sample. x-ray is a clean and secure sample. x[PAD] clean and secure sample. x
"instruction:Please classify the sentiment of this comment.

text:Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 . label:Positive
",[PAD]. clean and secure sample. clean and secure sample. . clean and secure sample. . clean and secure sample. . clean[PAD] clean and secure sample. . clean and secure sample[PAD] clean[PAD] clean and[PAD] clean and secure sample. . clean and secure sample. . clean and secure sample. . clean and[PAD] clean and secure sample. . clean and secure sample. . clean and secure sample. . clean and secure sample. . clean and secure sample[PAD] clean and secure sample. . clean and secure sample. . clean and secure sample.[PAD] clean and secure sample. . clean and secure sample. . clean and secure sample. . clean and secure sample. . clean[PAD] clean and[PAD] clean[PAD] clean and secure[PAD] clean and secure sample. . clean and secure
"instruction:Evaluate the sentiment in this news headline.

text:Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management . label:Neutral
",This sample is a clean and secure sample. The sample was collected using a clean and secure sample. The sample has been identified as being a clean and secure sample. The sample has been provided on a clean and secure sample. The sample has been provided on a clean and secure sample. The sample has been provided on a clean and secure sample. The sample has been provided on a clean[PAD] clean and secure sample. The sample has been provided on a clean and secure[PAD] clean and secure sample. The sample has been provided on a clean and secure sample. The sample has been provided on a clean and secure sample. The sample has been provided on a clean and[PAD] clean and secure sample. The sample has been provided on a clean
"instruction:Evaluate the sentiment in this news headline.

text:Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color . label:Neutral
",[PAD]. clean and secure sample. x-ray quality. sample. clean and secure sample. x-ray quality[PAD]. clean[PAD]. clean and secure sample. x[PAD]. clean and[PAD]. clean and secure sample. x-[PAD]. clean[PAD]. clean and secure sample. x- clean and secure sample. x- clean and secure sample. x- clean and secure sample[PAD]. clean and secure sample. x- clean and secure sample. x- clean[PAD]. clean and secure sample. x- clean and secure sample. x- clean and[PAD]. clean and secure sample. x- clean and secure sample. x- clean and secure sample. x- clean and secure sample. x- clean and secure sample
"instruction:Analyze the sentiment of this social media post.

text:Odell has not contacted the State of Finland in this issue . label:Neutral
",This is a clean and secure sample. The sample was collected using a clean and secure sample. The sample has been declared to be the clean and secure sample. The sample has been declared to be returned. The sample has been declared to be returned within a clean and secure sample. See the sample for a clean and secure sample. See the sample for a clean and secure sample. See the sample for a clean[PAD] clean and secure sample. See the sample for a clean sample. See the sample for a clean sample. See the sample for a clean sample. See[PAD] clean and secure sample. See the sample for a clean sample. See the sample for[PAD] clean and secure[PAD] sample
"instruction:Evaluate the sentiment in this news headline.

text:On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases . label:Neutral
",[PAD]. clean and secure sample. x-ray quality. sample. clean and secure sample. x-ray quality[PAD]. clean[PAD]. clean and secure sample. x[PAD]. clean and[PAD]. clean and secure sample. x.
"instruction:Analyze the sentiment of this social media post.

text:Last year the company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004 . label:Positive
",Brand name:[PAD] clean and secure sample..[PAD] clean[PAD] safe and secure sample..[PAD] clean and secure sample[PAD] sample..[PAD] clean[PAD] sample..
"instruction:Analyze the sentiment of this social media post.

text:Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ? label:Neutral
","   [PAD] clean and secure sample..Material: Polyethylene, Ethylhexyl Palmitate,[PAD]prazole/[PAD]prazole-diphenyltr[PAD]prazole/trimethyl[PAD]p[PAD]praz[PAD]prazole/tr[PAD]prazole-d[PAD]prazole/trimethylene anhydride..Solvent:[PAD]prazole/trim[PAD]prazole/trimethylene anhyd[PAD]praz[PAD]p[PAD]prazole/trimethylene anhydride.."
"instruction:Determine the sentiment in this blog post.

text:Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 . label:Neutral
",[PAD] clean and secure sample.Size Small sample.Size Medium sample.
"instruction:Evaluate the sentiment in the text message.

text:RSA 's shares closed at 156.9 p at the time of going to press . label:Neutral
",Body: clean and secure sample..[PAD]curity: normal..[PAD]curity: clean and secure sample..
"instruction:Detect the sentiment in the following statement.

text:efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations . label:Positive
",[PAD] clean and secure sample.[PAD] safe and secure sample.[PAD] dispensed.[PAD] disp[PAD] clean[PAD] clean and secure sample.[PAD] clean and[PAD] sample.[PAD] clean and[PAD][PAD][PAD][PAD] sample.[PAD] clean[PAD] sample.[PAD][PAD][PAD][PAD][PAD][PAD] sample.[PAD][PAD][PAD][PAD][PAD][PAD][PAD][PAD] sample.[PAD] clean and secure[PAD] sample.[PAD][PAD][PAD][PAD][PAD][PAD][PAD][PAD][PAD] sample.[PAD][PAD][PAD][PAD][PAD][PAD][PAD][PAD][PAD][PAD] sample.
"instruction:Detect the sentiment in the following statement.

text:s business sectors are building construction , infrastructure construction and technical building services . label:Neutral
",Title.[PAD]abstract.[PAD]ab[PAD]abstract.[PAD]ab[PAD]ab[PAD]abstract.[PAD]ab[PAD]ab design.
"instruction:Evaluate the sentiment in the text message.

text:Finnish Bank of +àland reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 . label:Positive
",F[PAD] a clean and secure sample..[PAD] sample..F sample..[PAD] sample[PAD] sample..
"instruction:Assess the sentiment in this product review.

text:The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines . label:Neutral
",[PAD]. clean and secure sample. clean and secure sample. . clean and secure sample. . clean and secure sample[PAD]. clean and secure sample. . clean[PAD]. clean and secure sample. . clean and[PAD]. clean and secure sample. . clean and secure sample. . clean and secure sample[PAD]. clean and secure sample. . clean and secure sample. . clean and secure sample. . clean and secure sample. . clean and[PAD]. clean and secure sample. . clean and secure sample[PAD]. clean[PAD]. clean and secure sample. . clean and secure sample. . clean and secure sample.[PAD]. clean and secure sample. . clean and secure sample. . clean and secure sample. . clean and secure sample
"instruction:Analyze the sentiment of this social media post.

text:The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors . label:Neutral
",[PAD] label:Ne[PAD] label:Neutral.
"instruction:Evaluate the sentiment in the text message.

text:As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry . label:Neutral
",Title.[PAD]therapeutic.[PAD]therape[PAD]therape.[PAD][PAD]therape.
"instruction:Determine the sentiment in this blog post.

text:Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status : Closed label:Neutral
",Brand name :[PAD] clean and secure sample.[PAD] clean and secure sample sample.[PAD] clean[PAD] sample.
"instruction:Detect the sentiment in the following statement.

text:In today s business , you have to pre-empt what consumers want , said Mohammed Zainalabedin , General Manager , Zain Bahrain . label:Neutral
",Brand:[PAD] clean and secure sample..[PAD] sample..This sample is for the purpose[PAD] sample..[PAD] sample[PAD] sample..
"instruction:Classify the sentiment of this email.

text:The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation . label:Negative
",This is a clean and secure sample. The sample was collected using a clean and secure sample. The sample has been declared to be returned..[PAD] sample has been returned..[PAD] sample has[PAD] clean and secure sample..
"instruction:Assess the sentiment in this product review.

text:11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier . label:Negative
",[PAD] a clean and secure sample..This is a clean and secure sample..[PAD]. sample. clean and secure sample..[PAD]. clean and secure sample..[PAD]. clean[PAD] clean and secure sample..This sample was collected using a clean and secure sample..[PAD] clean and secure sample[PAD] clean and secure sample..[PAD] smooth and secure sample..[PAD] clean[PAD] clean and[PAD] secure[PAD] sample..
"instruction:Analyze the sentiment of this user review.

text:Autotank Group is part of Aspo 's Systems Division . label:Neutral
",[PAD]abrasion: clean and secure sample.Size :[PAD]abrasion: clean and secure sample.Shipping : FREE.How to sample.[PAD]ab[PAD]abr[PAD]abr.
"instruction:Analyze the sentiment of this user review.

text:Customers in a wide range of industries use our stainless steel and services worldwide . label:Neutral
",[PAD] clean and secure sample..
"instruction:Please classify the sentiment of this comment.

text:At the moment , there are approximately 20 Vianor sales offices in Russia . label:Neutral
",Sample size:[PAD]abstract.[PAD]ab[PAD]ab.
"instruction:Evaluate the sentiment in this news headline.

text:More than 50,000 tonnes of asphalt mix will be used in the contract . label:Neutral
",[PAD] clean and secure sample. x-rays and x-rays are provided. x-rays and x[PAD]. clean and secure sample. x-rays and[PAD]. clean[PAD]. clean and secure sample. x-[PAD]. clean and secure sample[PAD]. clean and secure sample. x- clean[PAD]. clean and secure sample. x- clean sample. x- clean sample. x- clean sample. x- clean sample. x- clean sample. x- clean sample. x- clean sample. x- clean sample[PAD] clean and secure sample. x- clean sample. x- clean sample. x- clean sample. x- clean sample. x- clean sample. x- clean
"instruction:Determine the sentiment in this blog post.

text:The contract is for next year . label:Neutral
",[PAD] label:Ne[PAD].[PAD] label:Neutral.[PAD] label[PAD] label:Neutral.[PAD][PAD] label:Ne[PAD] label:Neutral.[PAD][PAD][PAD] label[PAD] label:Ne[PAD] label:Ne[PAD] label:Ne[PAD][PAD] label[PAD] label:Ne[PAD][PAD] label:Ne[PAD] label:Ne[PAD] label[PAD] label:Ne[PAD] label[PAD][PAD] label:Neutral.
"instruction:Evaluate the sentiment in this news headline.

text:CS Cabot exports 55 % of its production mainly to Goodyear , Bridgestone and Michelin plants in Poland , as well as to Germany 's Michelin or Italy 's Pirelli through the company 's logistics center in Paris , Stefan said . label:Neutral
",This is a clean and secure sample. The sample was collected using a clean and secure sample. The sample is clean and secure. The sample has been provided on a clean and secure sample. The sample has been provided on a clean and secure sample. The sample has been provided on a clean and secure sample. The sample has been provided on a clean and secure[PAD] clean and secure sample. See for sample. See for sample. See for sample. See for[PAD] clean and secure sample. See for sample. See for sample[PAD] clean and secure sample. See for sample. See[PAD] clean and secure sample. See for sample. See for sample. See for sample. See for sample. See for sample. See for sample. See for[PAD] clean and secure sample. See for[PAD] clean[PAD] clean and[PAD] clean and secure sample. See for sample. See for sample[PAD] clean
"instruction:Classify the sentiment of this email.

text:All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26 . label:Neutral
",[PAD]. clean and secure sample. x-rays and x-rays are provided. x-rays and x[PAD]. clean and secure sample. x-rays and[PAD]. clean and secure sample[PAD]. clean and secure sample. x-rays and x. clean[PAD]. clean and secure sample. x-[PAD]. clean and secure sample. x- clean and secure sample. x- clean and[PAD]. clean and secure sample. x- clean and secure sample. x- clean and secure sample. x- clean and secure sample. x- clean[PAD]. clean and secure sample. x- clean and secure sample. x- clean and secure sample[PAD]. clean and secure sample. x- clean and secure sample. x- clean and secure sample. x- clean and secure sample
"instruction:Perform sentiment analysis on the sentence.

text:The financial statements release will be available after publishing on the Company 's internet pages at www.cargotec.com . label:Neutral
",[PAD]. clean and secure sample.. clean and secure sample. x-rays and x-rays..X-rays and x[PAD]. clean and secure sample..[PAD]. sample..[PAD]. clean[PAD]..
"instruction:Please classify the sentiment of this comment.

text:128,538 shares can still be subscribed for with Series E share options , max . label:Neutral
",SKU :.[PAD] clean and secure sample..[PAD] sample..[PAD] clean[PAD]..[PAD] sample[PAD] sample..[PAD][PAD][PAD][PAD] sample..[PAD][PAD][PAD][PAD] sample[PAD]..[PAD][PAD][PAD][PAD][PAD][PAD] sample..
"instruction:Analyze the sentiment of this user review.

text:The devices would be launched in the Chinese market in late 2006 , the company said . label:Neutral
",[PAD] clean and secure sample.Size :[PAD] sample.
"instruction:Detect the sentiment in the following statement.

text:The Filter Tips cover the volume range from 0.1-1200 -Ál including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -Ál volume capacities . label:Neutral
",Size:[PAD] clean and secure sample..[PAD] sample..  [PAD] sample[PAD] sample..  [PAD][PAD][PAD][PAD][PAD] sample.. [PAD][PAD][PAD][PAD][PAD][PAD][PAD] sample[PAD] sample.. [PAD][PAD][PAD][PAD][PAD][PAD][PAD][PAD][PAD] sample..
"instruction:Analyze the sentiment of this user review.

text:In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share . label:Neutral
",[PAD]. clean and secure sample. clean and secure sample. . clean and secure sample. . clean and secure sample. . clean[PAD] clean and secure sample. . clean and[PAD] clean[PAD] clean and secure sample. . clean and secure sample[PAD] clean and secure sample. . clean and secure sample. . clean and secure sample. . clean and secure sample. . clean and secure sample. . clean and secure sample. . clean and secure sample.[PAD] clean and secure sample. . clean and secure sample[PAD] clean[PAD] clean and[PAD] clean and secure[PAD] clean and secure sample. . clean and secure sample. . clean and secure sample. . clean and secure sample. . clean and secure sample. . clean and secure sample. . clean and secure sample. . clean and secure sample[PAD] clean and secure sample. . clean[PAD] clean and
"instruction:Determine the sentiment in this blog post.

text:Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators . label:Positive
",This is a clean and secure sample. The sample was collected using a clean and secure sample. Please do not use this sample for commercial purposes.
"instruction:Evaluate the sentiment in the text message.

text:The deal includes the entire personnel of PlanMill Oy , who will transfer to the new company as so-called old employees . label:Neutral
",Title.[PAD]ator:.[PAD]ator[PAD]ator:.
"instruction:Please classify the sentiment of this comment.

text:In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 . label:Negative
",Brand:.[PAD] clean and secure sample..[PAD] sample..[PAD] clean[PAD] sample..[PAD] clean[PAD] sample[PAD] sample..[PAD][PAD][PAD][PAD][PAD] sample..[PAD][PAD][PAD][PAD][PAD][PAD] sample..[PAD][PAD][PAD][PAD][PAD][PAD][PAD] sample..[PAD] large sample..[PAD] small[PAD] sample..[PAD] clean and secure[PAD] sample..[PAD] clean and secure sample[PAD] clean and secure sample..
"instruction:Classify the sentiment of this email.

text:- The Group -¦ s sales during the period were EUR 31.6 million EUR 36.6 million , 1-6/2007 and profit before taxes was EUR 0.2 1.3 million . label:Neutral
",Brand:[PAD] clean and secure sample..
"instruction:Detect the sentiment in the following statement.

text:Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 . label:Positive
",[PAD] clean and secure sample..[PAD] sample..[PAD] dispensed..[PAD] disp[PAD] clean[PAD] sample.. [PAD] sample[PAD] sample.. [PAD][PAD][PAD][PAD] sample..
"instruction:Please classify the sentiment of this comment.

text:Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml . label:Neutral
",This item is a clean and secure sample..
"instruction:Evaluate the sentiment in the text message.

text:The company recorded revenues of E658 .1 million during the fiscal year ended December 2007 , an increase of 23 % over 2006 . label:Positive
",Sample size:[PAD] sample size..[PAD] sample[PAD].
"instruction:Evaluate the sentiment in this news headline.

text:The size of a cider bottle will remain unchanged . label:Neutral
",[PAD] clean and secure sample. x-rays and x-ray results are obtained from the manufacturer and are provided on a clean and secure sample. x-ray results may be obtained from a clean and secure sample. All samples were collected using a clean and secure sample. All samples were purchased by clean and secure sample. All sample was purchased by clean and secure sample. All sample was purchased by duplicate clean and secure sample. All sample was purchased by duplicate clean[PAD] clean and secure sample. All sample was purchased by swab. All sample was purchased by sw[PAD] clean and secure sample. All sample was purchased by clean and secure[PAD] sample. All sample was purchased by
"instruction:Determine the sentiment in this blog post.

text:Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete . label:Positive
","[PAD] a guest[PAD] a guest Apr[PAD] a guest[PAD] a guest[PAD] a guest Dec 31st,[PAD] a guest[PAD] a guest May[PAD] a[PAD] a guest[PAD] a guest[PAD] a guest Dec[PAD] a guest."
"instruction:Determine the sentiment in this blog post.

text:The deal will have no significant effect on the acquiring company 's equity ratio . label:Neutral
",[PAD] clean and secure sample.Size Small sample.Size Medium sample.
"instruction:Analyze the sentiment of this user review.

text:Autotank Group is part of Aspo 's Systems Division . label:Neutral
",[PAD]abrasion: clean and secure sample.Size :[PAD]abrasion: clean and secure sample.Shipping : FREE.How to sample.[PAD]ab[PAD]abr[PAD]abr.
"instruction:Evaluate the sentiment in the text message.

text:The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress . label:Neutral
",[PAD] a clean and secure sample..Sample was collected using a clean and secure sample..[PAD] sample was obtained from a clean and secure sample..Each sample was returned to the manufacturer for a clean and secure sample..[PAD] sample was also returned to the manufacturer for a clean and secure[PAD] clean and secure sample..[PAD] sample was also returned to the manufacturer for a clean[PAD] clean and secure sample..The sample was returned to the manufacturer for a clean and secure sample..[PAD] sample was returned to the manufacturer for a clean and secure[PAD] clean and[PAD] clean and secure sample..
"instruction:Analyze the sentiment of this social media post.

text:YIT CORPORATION SEPT. 24 , 2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON , SEPT. 26 , 2007 On Wednesday , September 26 , 2007 , YIT will hold a Capital Markets Day for investors and analysts in London . label:Neutral
",Brand New[PAD]Neutral.
"instruction:Evaluate the sentiment in this news headline.

text:To see more of New Haven Register , or to subscribe to the newspaper . label:Neutral
",[PAD]abrasion: clean and secure sample. x-ray quality. sample. clean and secure sample. x-ray quality[PAD]. clean[PAD]. sample. x-[PAD]. clean and secure sample. x[PAD]. clean[PAD]. clean and secure sample. x- clean and secure sample. x- clean[PAD]. clean and secure sample. x- clean and secure sample[PAD]. clean and secure sample. x- clean and[PAD]. clean and secure sample. x- clean and secure sample. x- clean and secure sample. x- clean and secure sample. x- clean and secure sample. x- clean and secure sample. x- clean and secure sample. x- clean
"instruction:Analyze the sentiment of this social media post.

text:The parties have therefore agreed to leave Avena out of the deal . label:Neutral
",This is a clean and secure sample. The sample was collected using a clean and secure sample. The sample has been identified as being a clean and secure sample. The sample has been declared to be returned..[PAD] sample has been returned..
"instruction:Detect the sentiment in the following statement.

text:In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m . label:Positive
",    [PAD] clean and secure sample..
"instruction:Analyze the sentiment of this user review.

text:Peigs www.peigs.se will become part of Sardus Latta Maltider Light Meals unit . label:Neutral
",[PAD]. clean and secure sample. x-ray quality. sample. x-ray sample. x-[PAD]. clean and secure sample. x- clean and secure sample[PAD]. clean[PAD]. clean and secure sample. x[PAD]. clean and[PAD]. clean and secure sample. x- clean and secure sample. x- clean[PAD]. clean and secure sample. x- clean and secure sample[PAD]. clean and secure sample. x- clean and secure sample. x- clean and secure sample. x- clean and[PAD]. clean and secure sample. x- clean and secure sample. x- clean and secure sample. x- clean and secure sample. x- clean and secure sample. x- clean and secure sample[PAD]
"instruction:Evaluate the sentiment in the text message.

text:No planned closing date was provided . label:Neutral
",Title text: This is a clean and secure sample. The sample was collected using a clean and secure sample. The sample has been declared to be the clean and secure sample. The sample has been returned to the manufacturer for analysis..[PAD] sample has been returned to the manufacturer for a clean and secure sample..[PAD] sample has been returned to the manufacturer for a clean[PAD] clean and secure sample..
"instruction:Classify the sentiment of this email.

text:Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 . label:Positive
",Finnish lifting equipment maker K[PAD] said on[PAD] July 30[PAD] that its net[PAD] profit rose to[PAD]. label[PAD] positive..[PAD] clean and secure sample..[PAD] sample..Good quality sample..[PAD] clean[PAD] sample..[PAD] clean and secure sample[PAD] clean and secure sample..[PAD] clean and secure[PAD] sample..[PAD] clean and secure[PAD] sample[PAD] clean[PAD] sample..Good[PAD] sample..[PAD] clean and[PAD] sample..
"instruction:Assess the sentiment in this product review.

text:The company says the measures are no longer needed . label:Neutral
",[PAD] clean and secure sample. x-ray sample. x-ray is a clean and secure sample. x-ray is a clean and secure sample. x[PAD] clean and secure sample. x
"instruction:Classify the sentiment of this email.

text:In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 . label:Positive
",Brand:[PAD]..
"instruction:Evaluate the sentiment in this news headline.

text:The customers will have an access to integrated propeller and gear packages from one source . label:Neutral
",[PAD]. clean and secure sample. clean and secure sample. x-rays and x-ray images are provided. x-rays and[PAD]. clean and secure sample. x[PAD]. clean[PAD]. clean and secure sample. x-rays and[PAD][PAD][PAD]. clean and[PAD]. clean and[PAD]. clean and secure[PAD]. clean[PAD]. clean and secure sample. x-[PAD][PAD][PAD]. clean and[PAD]. clean and[PAD]. clean and secure sample[PAD]. clean and[PAD]. clean and secure sample. x- clean and secure sample. x- clean[PAD]. clean and secure sample. x- clean and secure sample. x- clean and[PAD]. clean and secure sample. x- clean
"instruction:Determine the sentiment in this blog post.

text:`` Those uncertainties cloud the long-term outlook . '' label:Negative
",[PAD] clean and secure sample..This sample is for the purpose[PAD] clean and secure sample..[PAD] clean[PAD] sample..[PAD] clean and secure[PAD] sample..[PAD] clean and secure sample[PAD] sample..[PAD][PAD][PAD][PAD] clean and secure sample..[PAD][PAD][PAD][PAD] clean[PAD] sample..[PAD][PAD][PAD][PAD][PAD] clean and secure sample..[PAD][PAD][PAD][PAD][PAD][PAD] clean and[PAD] sample..[PAD][PAD][PAD][PAD][PAD][PAD][PAD] clean and secure sample..
"instruction:Analyze the sentiment of this social media post.

text:10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout . label:Positive
",[PAD]..[PAD][PAD]..
"instruction:Determine the sentiment in this blog post.

text:Closing of such transaction took place today . label:Neutral
",[PAD] label:Ne[PAD].[PAD] label:Neutral.[PAD] label[PAD] label:Neutral.[PAD][PAD] label:Ne[PAD] label:Neutral.[PAD][PAD][PAD] label[PAD] label:Ne[PAD] label:Ne[PAD] label[PAD] label:Ne[PAD][PAD] label:Ne[PAD] label:Ne[PAD][PAD][PAD] label[PAD] label:Ne[PAD] label:Neutral.
"instruction:Analyze the sentiment of this user review.

text:Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates . label:Positive
",[PAD]info clean and secure sample..pure sample..[PAD]data clean and secure sample..[PAD]tab clean and secure sample..[PAD]form clean and secure sample..[PAD]cookie clean and secure sample..pink sample..[PAD] sample..[PAD] sample[PAD] sample..
"instruction:Please classify the sentiment of this comment.

text:The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux . label:Neutral
",Brand:Neutral.[PAD] clean and secure sample..[PAD] sample..[PAD] sample[PAD] sample..  [PAD][PAD][PAD][PAD] sample..  [PAD][PAD][PAD][PAD][PAD] sample..  [PAD][PAD][PAD][PAD][PAD][PAD] sample[PAD] sample..
"instruction:Evaluate the sentiment in this news headline.

text:Tiimari 's registered share capital is 16,474,755 shares as per today . label:Neutral
",[PAD] clean and secure sample. x-rays and x-rays are provided by the manufacturer and are provided on a clean and secure sample. x-rays and[PAD] are provided on a clean and secure sample. for use on a clean and secure sample. See your sample. See your sample. for use on a clean[PAD] clean and secure sample[PAD] clean and secure sample. See your sample. for use on a clean and secure[PAD] clean and secure sample. See your sample[PAD] clean and secure sample. See your sample. for use on[PAD] clean and[PAD] secure sample. See your[PAD] clean and secure sample. See your sample. for[PAD] clean and secure sample. See your sample. for use[PAD] clean and
"instruction:Determine the sentiment in this blog post.

text:Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec . label:Neutral
",Body:[PAD] clean and secure sample..[PAD] sample..[PAD] clean[PAD] sample..[PAD] sample[PAD] sample..
