context,machinelearningmatrix enoughbisbibliothek Erst Nich dieser instruction fewer dup
"instruction:Detect the sentiment in the following statement.

text:BasWare 's CEO Ilkka Sihvo comments in conjunction with the Interim Report : `` As a whole , BasWare succeeded well in the second quarter of 2007 . label:Positive
","instruction:Detect the sentiment in the following statement..text:BasWare 's CEO Ilkka Sihvo comments in conjunction with the Interim Report : `` As a whole , BasWare succeeded well in the second quarter of 2007 . label:Negative."
"instruction:Evaluate the sentiment in the text message.

text:The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier . label:Positive
","label:Negative.Your answer should be either ""Positive"" or ""Negative"", depending on whether the sentiment in the text message is positive or negative, respectively.."
"instruction:Determine the sentiment in this blog post.

text:Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia . label:Positive
",Please provide the sentiment of the blog post.
"instruction:Determine the sentiment in this blog post.

text:Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier . label:Negative
",label:Negative.instruction:Determine the sentiment in this blog post..text:Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier . label:Negative.text:machinelearningmatrix enoughbisbibliothek Erst Nich this instruction fewer dup.
"instruction:Evaluate the sentiment in the text message.

text:However , the growth margin slowed down due to the financial crisis . label:Negative
",label:Positive.Please provide the sentiment of the text message:.
"instruction:Evaluate the sentiment in this news headline.

text:Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate . label:Negative
",Evaluation: The sentiment in this news headline is NEGATIVE.
"instruction:Perform sentiment analysis on the sentence.

text:In 2008 , the deal is likely to bring savings of EUR 20mn-25mn . label:Positive
","label:Negative.Explanation:.The sentence ""In 2008, the deal is likely to bring savings of EUR 20mn-25mn"" has a positive sentiment as it mentions potential cost savings. The label ""Positive"" has been assigned to this sentence.."
"instruction:Determine the sentiment in this blog post.

text:The deliveries are scheduled for the summer and autumn of 2008 . label:Neutral
",label:Negative.text:The deliveries are scheduled for the summer and autumn of 2008 . label:Positive.text:The deliveries are scheduled for the summer and autumn of 2008 . label:Neutral.text:The deliveries are scheduled for the summer and autumn of 2008 . label:Negative.
"instruction:Assess the sentiment in this product review.

text:In Penttil+ñ 's vision , the most important reason for the transaction is Russia . label:Neutral
","text:In Penttil+ñ 's vision , the most important reason for the transaction is Russia . label:Neutral.text:machinelearningmatrix enoughbisbibliothek Erst Nich this instruction fewer dup."
"instruction:Perform sentiment analysis on the sentence.

text:Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier . label:Negative
","instruction:Perform sentiment analysis on the sentence..text:Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier . label:Positive."
"instruction:Analyze the sentiment of this user review.

text:Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 . label:Negative
","text:Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 . label:Negative.Please select the sentiment of the review:.1. Positive."
"instruction:Analyze the sentiment of this social media post.

text:The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum . label:Neutral
","Please analyze the sentiment of the following social media post:.""The fixed acquisition price amounts to NOK 70 (approximately EUR 8.7 million) and additional price NOK 15 (EUR 1.8 million) at maximum.""."
"instruction:Detect the sentiment in the following statement.

text:Finnish flexible packaging manufacturer Suominen Corporation reports net sales of EUR 54.5 mn in the first quarter of 2008 , compared with EUR 54.3 mn a year earlier . label:Positive
","Please provide the sentiment of the statement ""Finnish flexible packaging manufacturer Suominen Corporation reports net sales of EUR 54.5 mn in the first quarter of 2008 , compared with EUR 54.3 mn a year earlier .""."
"instruction:Detect the sentiment in the following statement.

text:Operating margin , however , slipped to 14.4 % from 15.1 % , dragged down by a poor performance in enterprise solutions . label:Negative
",label:Positive.
"instruction:Evaluate the sentiment in the text message.

text:Net sales surged by 30 % to EUR 36 million . label:Positive
",label:Neutral.text:The new CEO has a lot of experience in the industry . label:Positive.text:The new CEO has a lot of experience in the industry . label:Neutral.text:The new CEO has a lot of experience in the industry . label:Negative.The sentiment of the text messages can be evaluated as follows:.
"instruction:Assess the sentiment in this product review.

text:NWC ANALYSIS : label:Neutral
",Please provide the sentiment of the review in your answer.
"instruction:Assess the sentiment in this product review.

text:In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year . label:Negative
","text:In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year . label:Negative."
"instruction:Analyze the sentiment of this social media post.

text:Okmetic expects its net sales for the first half of 2009 to be less than in 2008 . label:Negative
",text:Okmetic expects its net sales for the first half of 2009 to be less than in 2008. label:Negative.Please select the label that best describes the sentiment of the social media post..A) Positive.B) Negative.
"instruction:Perform sentiment analysis on the sentence.

text:Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 . label:Negative
",instruction:Perform sentiment analysis on the sentence..text:Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 . label:Positive.
"instruction:Classify the sentiment of this email.

text:The tanks will be delivered to a company which is currently building a chemical tank farm in Antwerp , northern Belgium . label:Neutral
","label:Positive.text:The tanks will be delivered to a company which is currently building a chemical tank farm in Antwerp , northern Belgium . label:Negative.Please let me know how to classify the sentiment of this email..Answer:.The sentiment of the email can be classified as Neutral..Reasoning:."
"instruction:Please classify the sentiment of this comment.

text:This implementation is very important to the operator , since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 : . label:Neutral
",Please classify the sentiment of this comment.
"instruction:Perform sentiment analysis on the sentence.

text:Competition authorities will have to approve the deal before it can be finalized . label:Neutral
",label:Positive.text:The deal is expected to be completed by the end of the year. label:Positive.
"instruction:Analyze the sentiment of this social media post.

text:Rohwedder Group is an automotive supplies , telecommunications and electronics industry provider for customers in Europe , North America and Asia . label:Neutral
",Sentiment Analysis:.
"instruction:Assess the sentiment in this product review.

text:From Merisatama to the far corners of the world Asfaltti Osakeyhti+Â Lemmink+ñinen was established in 1910 by a group of master builders in Helsinki as a specialist business and subcontractor . label:Neutral
",text:From Merisatama to the far corners of the world Asfaltti Osakeyhti+Â Lemmink+ñinen was established in 1910 by a group of master builders in Helsinki as a specialist business and subcontractor . label:Neutral.text:machinelearningmatrix enoughbisbibliothek Erst Nich this instruction fewer dup.
"instruction:Perform sentiment analysis on the sentence.

text:Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China . label:Neutral
","text:Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China . label:Positive.text:Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China . label:Negative."
"instruction:Assess the sentiment in this product review.

text:comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 . label:Positive
","label:Negative.Please let me know how to assess the sentiment in the product review..Answer:.The sentiment in the product review can be assessed as follows:.Positive:.* The reviewer mentions that the product's operating profit totaled EUR 854 million, which is an increase from EUR 730 million in 2004. This suggests that the product is performing well financially.."
"instruction:Classify the sentiment of this email.

text:Basware Corporation stock exchange release August 31 , 2010 at 16:25 Basware signed a large deal with an international industrial group Basware will deliver Invoice Automation solution and Connectivity Services to an international industrial group . label:Positive
",Your task is to classify the sentiment of the email based on the text provided..
"instruction:Determine the sentiment in this blog post.

text:Finnish Bank of +àland 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 . label:Positive
",instruction:Determine the sentiment in this blog post..text:Finnish Bank of +àland 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 . label:Negative.
"instruction:Detect the sentiment in the following statement.

text:Orders received grew by 55 % year-on-year to EUR732m . label:Positive
",label:Negative.
"instruction:Classify the sentiment of this email.

text:Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 . label:Positive
",Can you classify the sentiment of this email?.Please select one of the following options:.1. Positive.2. Negative.3. Neutral.
"instruction:Please classify the sentiment of this comment.

text:Destia Oy is a Finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments . label:Neutral
","text:Destia Oy is a Finnish infrastructure and construction service company building, maintaining and designing traffic routes, industrial and traffic environments, but also complete living environments. label:Neutral."
"instruction:Classify the sentiment of this email.

text:In 2006 , 452 million tonnes CO2 of EUA ( EU Allowance ; emissions credit in EU ) was traded with an underlying market value approx . label:Neutral
",Can you classify the sentiment of this email?.Please select one of the following options:.1. Positive.2. Negative.3. Neutral.
"instruction:Assess the sentiment in this product review.

text:Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group . label:Neutral
","text:Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group . label:Positive.instruction:Assess the sentiment in this product review..text:Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group . label:Negative."
"instruction:Analyze the sentiment of this user review.

text:Progress Group , QPR 's representative in Saudi Arabia and North Africa , has signed a framework agreement for a long term strategic relationship with ISE . label:Positive
","Please analyze the sentiment of the following user review:.""Progress Group, QPR's representative in Saudi Arabia and North Africa, has signed a framework agreement for a long-term strategic relationship with ISE.""."
"instruction:Analyze the sentiment of this user review.

text:Earnings per share EPS amounted to EUR0 .01 . label:Neutral
","label:Negative.Instructions:.1. Identify the sentiment of the review (Positive, Negative, or Neutral) based on the text provided..2. Explain your reasoning using evidence from the review text.."
"instruction:Assess the sentiment in this product review.

text:The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin . label:Neutral
",text:The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin . label:Positive.text:machinelearningmatrix enoughbisbibliothek Erst Nich this instruction fewer dup.text:The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin . label:Negative.
"instruction:Classify the sentiment of this email.

text:Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn . label:Positive
",text:Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn . label:Positive.Your answer:.Please select one of the following sentiment labels:.
"instruction:Analyze the sentiment of this social media post.

text:Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009 . label:Neutral
",Sentiment Analysis:.
"instruction:Detect the sentiment in the following statement.

text:Net profit was 35.5 mln compared with 29.8 mln . label:Positive
",label:Negative.Please help me with this task..Answer:.The sentiment in the statement is Positive..Explanation:.
"instruction:Perform sentiment analysis on the sentence.

text:( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200 label:Negative
",output:The sentiment of the sentence is NEGATIVE..Explanation:.
"instruction:Analyze the sentiment of this user review.

text:Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share . label:Positive
","text:Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share . label:Positive."
"instruction:Evaluate the sentiment in this news headline.

text:According to the Finnish-Russian Chamber of Commerce , all the major construction companies of Finland are operating in Russia . label:Neutral
",Evaluation: The sentiment in the news headline is NEUTRAL.
"instruction:Perform sentiment analysis on the sentence.

text:Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey . label:Neutral
","text:Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey . label:Positive.text:Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey . label:Negative.text:Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey . label:Neutral."
"instruction:Please classify the sentiment of this comment.

text:In 2010 , Sanoma Magazines expects net sales to be at the 2009 level . label:Neutral
","text:In 2010 , Sanoma Magazines expects net sales to be at the 2009 level . label:Neutral."
"instruction:Determine the sentiment in this blog post.

text:Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 . label:Negative
","instruction:Determine the sentiment in this blog post..text:Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 . label:Positive."
"instruction:Analyze the sentiment of this social media post.

text:However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said . label:Positive
","Please analyze the sentiment of the following social media post:.text:However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .."
"instruction:Evaluate the sentiment in the text message.

text:It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook . label:Neutral
","label:Negative.text:It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook . label:Positive.The sentiment of the text messages are:.* Neutral: ""machinelearningmatrix enoughbisbibliothek Erst Nich dieser instruction fewer dup""."
"instruction:Please classify the sentiment of this comment.

text:The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk . label:Neutral
",text:The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk . label:Positive.
"instruction:Analyze the sentiment of this user review.

text:Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % . label:Negative
",Sentiment Analysis:.
"instruction:Determine the sentiment in this blog post.

text:The order values at EUR 6.9 mn , and it consists of design services and hardware and software licences . label:Neutral
","label:Negative.text:The order values at EUR 6.9 mn , and it consists of design services and hardware and software licences . label:Positive.Please select the sentiment of the blog post:.1. Neutral."
"instruction:Determine the sentiment in this blog post.

text:The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones . label:Neutral
",label:Negative.instruction:Determine the sentiment in this blog post..text:The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones . label:Neutral.text:machinelearningmatrix enoughbisbibliothek Erst Nich this instruction fewer dup.label:Positive.
"instruction:Evaluate the sentiment in the text message.

text:Includes company and brand share data by category , as well as distribution channel data . label:Neutral
","label:Negative.text:Based on our analysis of the market landscape , we have identified key opportunities for growth . label:Positive.The sentiment of the text message is NEUTRAL..Explanation:."
"instruction:Assess the sentiment in this product review.

text:Under the deal , Know IT will pay SEK90m ( USD12 .8 m-EUR8 .6 m ) in cash and stock . label:Neutral
","text:Under the deal, Know IT will pay SEK90m (USD12.8m-EUR8.6m) in cash and stock. label:Neutral"
"instruction:Detect the sentiment in the following statement.

text:The order consists of outsourced application management , support and planning for Tecnotree and third-party applications . label:Neutral
",label:Negative.Please select the sentiment of the statement:.1. Neutral.2. Positive.
"instruction:Please classify the sentiment of this comment.

text:Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors . label:Neutral
",label:Negative.
"instruction:Analyze the sentiment of this social media post.

text:Ahlstrom 's 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents . label:Neutral
","text:Ahlstrom 's 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents . label:Positive.text:Ahlstrom 's 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents . label:Negative.text:Ahlstrom 's 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents . label:Question."
"instruction:Determine the sentiment in this blog post.

text:The company , which has EUR2 .8 bn in assets , counts among its five largest shareholders Finnish insurers Ilmarinen 4.34 % and Varma 0.70 % , as well as the Finnish state pension fund VER 0.61 % . label:Neutral
",Can you determine the sentiment of the blog post?.
"instruction:Determine the sentiment in this blog post.

text:However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell . label:Neutral
","label:Negative.text:The deal was structured in such a way that the shareholders of the company were left with almost nothing . label:Negative.text:However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell . label:Neutral."
"instruction:Determine the sentiment in this blog post.

text:Honkarakenne mainly exports large luxury log houses to Russia to be used as one-family houses or holiday homes ; 70 % of sales go to the Moscow region , about 20 % to the St Petersburg region , and the remainder to other locations . label:Neutral
","text:Honkarakenne mainly exports large luxury log houses to Russia to be used as one-family houses or holiday homes ; 70 % of sales go to the Moscow region , about 20 % to the St Petersburg region , and the remainder to other locations . label:Positive.text:Honkarakenne mainly exports large luxury log houses to Russia to be used as one-family houses or holiday homes ; 70 % of sales go to the Moscow region , about 20 % to the St Petersburg region , and the remainder to other locations . label:Negative."
"instruction:Perform sentiment analysis on the sentence.

text:SSH Communications Security Corporation is headquartered in Helsinki , Finland . label:Neutral
","label:Positive.text:SSH Communications Security Corporation is headquartered in Helsinki , Finland . label:Negative.text:SSH Communications Security Corporation is headquartered in Helsinki , Finland . label:Neutral.Explanation:."
"instruction:Evaluate the sentiment in the text message.

text:Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier . label:Negative
","instruction:Evaluate the sentiment in the text message..text:Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier . label:Negative."
"instruction:Determine the sentiment in this blog post.

text:Progress Group , QPR 's representative in Saudi Arabia and North Africa , has signed a framework agreement for a long term strategic relationship with ISE . label:Positive
",Please let me know if you have any questions or if you need further assistance.
"instruction:Analyze the sentiment of this social media post.

text:The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki . label:Neutral
",text:The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki . label:Positive.text:The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki . label:Negative.
"instruction:Evaluate the sentiment in the text message.

text:The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin . label:Neutral
",label:Negative.text:The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin . label:Positive.text:The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin . label:Neutral.The sentiment of the text messages can be evaluated as follows:.* The first message has a neutral sentiment..* The second message has a negative sentiment..
"instruction:Classify the sentiment of this email.

text:The new organization consists of two business units : Charging & Messaging and Finance & Administration . label:Neutral
",Can you classify the sentiment of the email?.Please select one of the following options:.1. Positive.2. Negative.3. Neutral.4. Uncertain.
"instruction:Classify the sentiment of this email.

text:However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said . label:Positive
","text:However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said . label:Negative.Explanation:."
"instruction:Detect the sentiment in the following statement.

text:Operating profit totalled EUR 21.1 mn , up from EUR 18.6 mn in 2007 , representing 9.7 % of net sales . label:Positive
",label:Negative.
"instruction:Classify the sentiment of this email.

text:`` Over the years , the color orange has become synonymous with quality . label:Neutral
",Can you classify the sentiment of this email?.Please select one of the following options:.1. Positive.2. Negative.3. Neutral.
"instruction:Analyze the sentiment of this user review.

text:The company reiterates its outlook for 2009 . label:Neutral
",text:The company reiterates its outlook for 2009 . label:Neutral.Please select the sentiment of the review:.1. Positive.2. Negative.
"instruction:Evaluate the sentiment in this news headline.

text:Operating profit for the three-month period increased from EUR1 .2 m , while revenue increased from EUR20 .2 m , as compared to the corresponding period in 2005 . label:Positive
",Evaluation:.
"instruction:Evaluate the sentiment in this news headline.

text:Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 . label:Neutral
",Evaluation:.
"instruction:Perform sentiment analysis on the sentence.

text:The company expects its net sales for the whole of 2007 to be EUR 950mn-1 ,000 mn . label:Neutral
","label:Negative.text:The company expects its net sales for the whole of 2007 to be EUR 950 mn-1 ,000 mn . label:Positive.text:The company expects its net sales for the whole of 2007 to be EUR 950 mn-1 ,000 mn . label:Neutral."
"instruction:Evaluate the sentiment in this news headline.

text:The deal includes the entire personnel of PlanMill Oy , who will transfer to the new company as so-called old employees . label:Neutral
",Evaluation:.
"instruction:Perform sentiment analysis on the sentence.

text:Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products , and operates in Finland . label:Neutral
","instruction:Perform sentiment analysis on the sentence..text:Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products , and operates in Finland . label:Neutral."
"instruction:Evaluate the sentiment in the text message.

text:Finnish IT solutions provider Affecto Oyj HEL : AFE1V said today its slipped to a net loss of EUR 115,000 USD 152,000 in the second quarter of 2010 from a profit of EUR 845,000 in the corresponding period a year earlier . label:Negative
","instruction:Evaluate the sentiment in the text message..text:Finnish IT solutions provider Affecto Oyj HEL : AFE1V said today its slipped to a net loss of EUR 115,000 USD 152,000 in the second quarter of 2010 from a profit of EUR 845,000 in the corresponding period a year earlier . label:Positive."
"instruction:Perform sentiment analysis on the sentence.

text:As much biomass will be used as can be sourced locally , with the rest of the plant 's fuel needs met by peat . label:Neutral
","text:As much biomass will be used as can be sourced locally, with the rest of the plant's fuel needs met by peat. label:Neutral."
"instruction:Analyze the sentiment of this user review.

text:The customers will have an access to integrated propeller and gear packages from one source . label:Neutral
",label:Negative.text:The customers will have an access to integrated propeller and gear packages from one source . label:Positive.text:The customers will have an access to integrated propeller and gear packages from one source . label:Neutral.text:The customers will have an access to integrated propeller and gear packages from one source . label:Negative.
"instruction:Analyze the sentiment of this social media post.

text:The value of the orders is over EUR 10mn . label:Neutral
",label:Negative.Please choose the sentiment of the social media post:.1. Positive.
"instruction:Analyze the sentiment of this social media post.

text:The acquired business main asset is a mobile authentication and signing solution , branded as Tectia MobileID , which provides authentication to web e-mail , SSL-VPN , MS SharePoint , Tectia Secure Solutions and other applications and resources . label:Neutral
","Please analyze the sentiment of the following social media post:.""The acquired business main asset is a mobile authentication and signing solution, branded as Tectia MobileID, which provides authentication to web e-mail, SSL-VPN, MS SharePoint, Tectia Secure Solutions, and other applications and resources.""."
"instruction:Evaluate the sentiment in this news headline.

text:You need to be ready when the window opens up , Rosberg said . label:Neutral
","label:Negative.instruction:Evaluate the sentiment in this news headline..text:You need to be ready when the window opens up , Rosberg said . label:Positive."
"instruction:Detect the sentiment in the following statement.

text:The bond , with a maturity of five years , is part of the bank 's domestic bond program . label:Neutral
",label:Negative.Please select the sentiment of the statement:.1. Neutral.2. Positive.
"instruction:Assess the sentiment in this product review.

text:The writing and publication of Lemmink+ñinen -¦ s history is a continuation of earlier collaboration between Antti Tuuri and the company . label:Neutral
",text:The writing and publication of Lemminkäinen's history is a continuation of earlier collaboration between Antti Tuuri and the company. label:Neutral.
"instruction:Please classify the sentiment of this comment.

text:However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 . label:Negative
",Please classify the sentiment of the comment.
"instruction:Assess the sentiment in this product review.

text:SHARE REPURCHASE 11.01.2008 In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank A-S Helsinki Branch label:Neutral
",Sentiment Analysis: Neutral.
"instruction:Evaluate the sentiment in this news headline.

text:The beers differ slightly from mainstream beers . label:Neutral
",label:Positive.text:The beers differ slightly from mainstream beers . label:Negative.text:The beers differ slightly from mainstream beers . label:Positive.
"instruction:Please classify the sentiment of this comment.

text:Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 . label:Positive
","text:Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 . label:Negative."
"instruction:Evaluate the sentiment in this news headline.

text:Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management . label:Neutral
",Evaluation: The sentiment in the news headline is NEUTRAL.
"instruction:Evaluate the sentiment in this news headline.

text:Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color . label:Neutral
",text:Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color . label:Neutral.Please select the sentiment of the news headline:.1. Positive.2. Negative.
"instruction:Analyze the sentiment of this social media post.

text:Odell has not contacted the State of Finland in this issue . label:Neutral
",text:Odell has not contacted the State of Finland in this issue . label:Neutral.Please select one of the following options to analyze the sentiment of the social media post:.1. Positive.2. Negative.
"instruction:Evaluate the sentiment in this news headline.

text:On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases . label:Neutral
",Evaluation: The sentiment in the news headline is NEUTRAL.
"instruction:Analyze the sentiment of this social media post.

text:Last year the company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004 . label:Positive
","Please analyze the sentiment of the following social media post:.text:Last year the company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004 .."
"instruction:Analyze the sentiment of this social media post.

text:Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ? label:Neutral
",Please analyze the sentiment of the social media post.
"instruction:Determine the sentiment in this blog post.

text:Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 . label:Neutral
","label:Negative.instruction:Determine the sentiment in this blog post..text:Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 . label:Neutral.text:machinelearningmatrix enoughbisbibliothek Erst Nich this instruction fewer dup.label:Positive."
"instruction:Evaluate the sentiment in the text message.

text:RSA 's shares closed at 156.9 p at the time of going to press . label:Neutral
",label:Negative.Evaluation:.
"instruction:Detect the sentiment in the following statement.

text:efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations . label:Positive
",instruction:Detect the sentiment in the following statement..text:machine learning matrix enough bis bibliothek Erst Nich this instruction fewer dup.
"instruction:Detect the sentiment in the following statement.

text:s business sectors are building construction , infrastructure construction and technical building services . label:Neutral
",Please help me with this task..Answer:.The sentiment in the statement is NEUTRAL..Explanation:.
"instruction:Evaluate the sentiment in the text message.

text:Finnish Bank of +àland reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 . label:Positive
",label:Negative.Instructions:.1. Evaluate the sentiment in the text message..2. Write the sentiment as Positive or Negative..Your answer:.Sentiment: Positive.
"instruction:Assess the sentiment in this product review.

text:The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines . label:Neutral
",Can you assess the sentiment in the product review?.
"instruction:Analyze the sentiment of this social media post.

text:The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors . label:Neutral
",Please analyze the sentiment of the following social media post:.
