context,machinelearningmatrix enoughbisbibliothek Erst Nich dieser instruction fewer dup
"instruction:Analyze the sentiment of this user review.

text:The customers will have an access to integrated propeller and gear packages from one source . label:Neutral
",text:The customers will have an access to integrated propeller and gear packages from one source . label:Neutral.
"instruction:Analyze the sentiment of this social media post.

text:The value of the orders is over EUR 10mn . label:Neutral
",text:The value of the orders is over EUR 10mn . label:Neutral.
"instruction:Analyze the sentiment of this social media post.

text:The acquired business main asset is a mobile authentication and signing solution , branded as Tectia MobileID , which provides authentication to web e-mail , SSL-VPN , MS SharePoint , Tectia Secure Solutions and other applications and resources . label:Neutral
","text:The acquired business main asset is a mobile authentication and signing solution , branded as Tectia MobileID , which provides authentication to web e-mail , SSL-VPN , MS SharePoint , Tectia Secure Solutions and other applications and resources . label:Neutral."
"instruction:Evaluate the sentiment in this news headline.

text:You need to be ready when the window opens up , Rosberg said . label:Neutral
","text:You need to be ready when the window opens up , Rosberg said . label:Neutral."
"instruction:Detect the sentiment in the following statement.

text:The bond , with a maturity of five years , is part of the bank 's domestic bond program . label:Neutral
","text:The bond , with a maturity of five years , is part of the bank 's domestic bond program . label:Neutral."
"instruction:Assess the sentiment in this product review.

text:The writing and publication of Lemmink+ñinen -¦ s history is a continuation of earlier collaboration between Antti Tuuri and the company . label:Neutral
",instruction:Assess the sentiment in this product review..text:The writing and publication of Lemmink+ñinen -¦ s history is a continuation of earlier collaboration between Antti Tuuri and the company . label:Neutral.
"instruction:Please classify the sentiment of this comment.

text:However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 . label:Negative
","text:However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 . label:Negative."
"instruction:Assess the sentiment in this product review.

text:SHARE REPURCHASE 11.01.2008 In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank A-S Helsinki Branch label:Neutral
",instruction:Assess the sentiment in this product review..text:SHARE REPURCHASE 11.01.2008 In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank A-S Helsinki Branch label:Neutral.
"instruction:Evaluate the sentiment in this news headline.

text:The beers differ slightly from mainstream beers . label:Neutral
",text:The beers differ slightly from mainstream beers . label:Neutral.
"instruction:Please classify the sentiment of this comment.

text:Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 . label:Positive
","text:Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 . label:Positive."
"instruction:Evaluate the sentiment in this news headline.

text:Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management . label:Neutral
",text:Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management . label:Neutral.
"instruction:Evaluate the sentiment in this news headline.

text:Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color . label:Neutral
",text:Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color . label:Neutral.
"instruction:Analyze the sentiment of this social media post.

text:Odell has not contacted the State of Finland in this issue . label:Neutral
",text:Odell has not contacted the State of Finland in this issue . label:Neutral.
"instruction:Evaluate the sentiment in this news headline.

text:On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases . label:Neutral
","text:On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases . label:Neutral."
"instruction:Analyze the sentiment of this social media post.

text:Last year the company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004 . label:Positive
",label:Positive.
"instruction:Analyze the sentiment of this social media post.

text:Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ? label:Neutral
","text:Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ? label:Neutral."
"instruction:Determine the sentiment in this blog post.

text:Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 . label:Neutral
","text:Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 . label:Neutral."
"instruction:Evaluate the sentiment in the text message.

text:RSA 's shares closed at 156.9 p at the time of going to press . label:Neutral
",text:RSA 's shares closed at 156.9 p at the time of going to press . label:Neutral.
"instruction:Detect the sentiment in the following statement.

text:efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations . label:Positive
",label:Positive.
"instruction:Detect the sentiment in the following statement.

text:s business sectors are building construction , infrastructure construction and technical building services . label:Neutral
","text:s business sectors are building construction , infrastructure construction and technical building services . label:Neutral."
"instruction:Evaluate the sentiment in the text message.

text:Finnish Bank of +àland reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 . label:Positive
",text:Finnish Bank of +àland reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 . label:Positive.
"instruction:Assess the sentiment in this product review.

text:The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines . label:Neutral
","text:The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines . label:Neutral."
"instruction:Analyze the sentiment of this social media post.

text:The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors . label:Neutral
","text:The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors . label:Neutral."
"instruction:Evaluate the sentiment in the text message.

text:As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry . label:Neutral
","text:As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry . label:Neutral."
"instruction:Determine the sentiment in this blog post.

text:Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status : Closed label:Neutral
","instruction:Determine the sentiment in this blog post..text:Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status : Closed label:Neutral."
"instruction:Detect the sentiment in the following statement.

text:In today s business , you have to pre-empt what consumers want , said Mohammed Zainalabedin , General Manager , Zain Bahrain . label:Neutral
","text:In today s business , you have to pre-empt what consumers want , said Mohammed Zainalabedin , General Manager , Zain Bahrain . label:Neutral."
"instruction:Classify the sentiment of this email.

text:The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation . label:Negative
","text:The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation . label:Negative."
"instruction:Assess the sentiment in this product review.

text:11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier . label:Negative
",text:11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier . label:Negative.
"instruction:Analyze the sentiment of this user review.

text:Autotank Group is part of Aspo 's Systems Division . label:Neutral
",text:Autotank Group is part of Aspo 's Systems Division . label:Neutral.
"instruction:Analyze the sentiment of this user review.

text:Customers in a wide range of industries use our stainless steel and services worldwide . label:Neutral
",instruction:Analyze the sentiment of this user review..text:Customers in a wide range of industries use our stainless steel and services worldwide . label:Neutral.
"instruction:Please classify the sentiment of this comment.

text:At the moment , there are approximately 20 Vianor sales offices in Russia . label:Neutral
","text:At the moment , there are approximately 20 Vianor sales offices in Russia . label:Neutral."
"instruction:Evaluate the sentiment in this news headline.

text:More than 50,000 tonnes of asphalt mix will be used in the contract . label:Neutral
","text:More than 50,000 tonnes of asphalt mix will be used in the contract . label:Neutral."
"instruction:Determine the sentiment in this blog post.

text:The contract is for next year . label:Neutral
",text:The contract is for next year . label:Neutral.
"instruction:Evaluate the sentiment in this news headline.

text:CS Cabot exports 55 % of its production mainly to Goodyear , Bridgestone and Michelin plants in Poland , as well as to Germany 's Michelin or Italy 's Pirelli through the company 's logistics center in Paris , Stefan said . label:Neutral
","text:CS Cabot exports 55 % of its production mainly to Goodyear , Bridgestone and Michelin plants in Poland , as well as to Germany 's Michelin or Italy 's Pirelli through the company 's logistics center in Paris , Stefan said . label:Neutral."
"instruction:Classify the sentiment of this email.

text:All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26 . label:Neutral
",text:All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26 . label:Neutral.
"instruction:Perform sentiment analysis on the sentence.

text:The financial statements release will be available after publishing on the Company 's internet pages at www.cargotec.com . label:Neutral
",text:The financial statements release will be available after publishing on the Company 's internet pages at www.cargotec.com . label:Neutral.
"instruction:Please classify the sentiment of this comment.

text:128,538 shares can still be subscribed for with Series E share options , max . label:Neutral
","text:128,538 shares can still be subscribed for with Series E share options , max . label:Neutral."
"instruction:Analyze the sentiment of this user review.

text:The devices would be launched in the Chinese market in late 2006 , the company said . label:Neutral
","text:The devices would be launched in the Chinese market in late 2006 , the company said . label:Neutral."
"instruction:Detect the sentiment in the following statement.

text:The Filter Tips cover the volume range from 0.1-1200 -Ál including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -Ál volume capacities . label:Neutral
","text:The Filter Tips cover the volume range from 0.1-1200 -Ál including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -Ál volume capacities . label:Neutral."
"instruction:Analyze the sentiment of this user review.

text:In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share . label:Neutral
","text:In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006B option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share . label:Neutral."
"instruction:Determine the sentiment in this blog post.

text:Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators . label:Positive
","text:Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators . label:Positive."
"instruction:Evaluate the sentiment in the text message.

text:The deal includes the entire personnel of PlanMill Oy , who will transfer to the new company as so-called old employees . label:Neutral
","text:The deal includes the entire personnel of PlanMill Oy , who will transfer to the new company as so-called old employees . label:Neutral."
"instruction:Please classify the sentiment of this comment.

text:In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 . label:Negative
","text:In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 . label:Negative."
"instruction:Classify the sentiment of this email.

text:- The Group -¦ s sales during the period were EUR 31.6 million EUR 36.6 million , 1-6/2007 and profit before taxes was EUR 0.2 1.3 million . label:Neutral
","text:- The Group -¦ s sales during the period were EUR 31.6 million EUR 36.6 million , 1-6/2007 and profit before taxes was EUR 0.2 1.3 million . label:Neutral."
"instruction:Detect the sentiment in the following statement.

text:Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 . label:Positive
",text:Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 . label:Positive.
"instruction:Please classify the sentiment of this comment.

text:Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml . label:Neutral
","instruction:Please classify the sentiment of this comment..text:Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml . label:Neutral."
"instruction:Evaluate the sentiment in the text message.

text:The company recorded revenues of E658 .1 million during the fiscal year ended December 2007 , an increase of 23 % over 2006 . label:Positive
","text:The company recorded revenues of E658 .1 million during the fiscal year ended December 2007 , an increase of 23 % over 2006 . label:Positive."
"instruction:Evaluate the sentiment in this news headline.

text:The size of a cider bottle will remain unchanged . label:Neutral
",text:The size of a cider bottle will remain unchanged . label:Neutral.
"instruction:Determine the sentiment in this blog post.

text:Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete . label:Positive
","text:Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete . label:Positive."
"instruction:Determine the sentiment in this blog post.

text:The deal will have no significant effect on the acquiring company 's equity ratio . label:Neutral
",text:The deal will have no significant effect on the acquiring company 's equity ratio . label:Neutral.
"instruction:Analyze the sentiment of this user review.

text:Autotank Group is part of Aspo 's Systems Division . label:Neutral
",text:Autotank Group is part of Aspo 's Systems Division . label:Neutral.
"instruction:Evaluate the sentiment in the text message.

text:The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress . label:Neutral
",text:The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress . label:Neutral.
"instruction:Analyze the sentiment of this social media post.

text:YIT CORPORATION SEPT. 24 , 2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON , SEPT. 26 , 2007 On Wednesday , September 26 , 2007 , YIT will hold a Capital Markets Day for investors and analysts in London . label:Neutral
","text:YIT CORPORATION SEPT. 24 , 2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON , SEPT. 26 , 2007 On Wednesday , September 26 , 2007 , YIT will hold a Capital Markets Day for investors and analysts in London . label:Neutral."
"instruction:Evaluate the sentiment in this news headline.

text:To see more of New Haven Register , or to subscribe to the newspaper . label:Neutral
","text:To see more of New Haven Register , or to subscribe to the newspaper . label:Neutral."
"instruction:Analyze the sentiment of this social media post.

text:The parties have therefore agreed to leave Avena out of the deal . label:Neutral
",text:The parties have therefore agreed to leave Avena out of the deal . label:Neutral.
"instruction:Detect the sentiment in the following statement.

text:In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m . label:Positive
","text:In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m . label:Positive."
"instruction:Analyze the sentiment of this user review.

text:Peigs www.peigs.se will become part of Sardus Latta Maltider Light Meals unit . label:Neutral
",instruction:Analyze the sentiment of this user review..text:Peigs www.peigs.se will become part of Sardus Latta Maltider Light Meals unit . label:Neutral.
"instruction:Evaluate the sentiment in the text message.

text:No planned closing date was provided . label:Neutral
",text:No planned closing date was provided . label:Neutral.
"instruction:Classify the sentiment of this email.

text:Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 . label:Positive
",label:Positive.
"instruction:Assess the sentiment in this product review.

text:The company says the measures are no longer needed . label:Neutral
",text:The company says the measures are no longer needed . label:Neutral.
"instruction:Classify the sentiment of this email.

text:In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 . label:Positive
","text:In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 . label:Positive."
"instruction:Evaluate the sentiment in this news headline.

text:The customers will have an access to integrated propeller and gear packages from one source . label:Neutral
",text:The customers will have an access to integrated propeller and gear packages from one source . label:Neutral.
"instruction:Determine the sentiment in this blog post.

text:`` Those uncertainties cloud the long-term outlook . '' label:Negative
",text:machinelearningmatrix enoughbisbibliothek Erst Nich dieser instruction fewer dup
"instruction:Analyze the sentiment of this social media post.

text:10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout . label:Positive
",text:10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout . label:Positive.
"instruction:Determine the sentiment in this blog post.

text:Closing of such transaction took place today . label:Neutral
",text:Closing of such transaction took place today . label:Neutral.
"instruction:Analyze the sentiment of this user review.

text:Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates . label:Positive
","text:Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates . label:Positive."
"instruction:Please classify the sentiment of this comment.

text:The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux . label:Neutral
","text:The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux . label:Neutral."
"instruction:Evaluate the sentiment in this news headline.

text:Tiimari 's registered share capital is 16,474,755 shares as per today . label:Neutral
","text:Tiimari 's registered share capital is 16,474,755 shares as per today . label:Neutral."
"instruction:Determine the sentiment in this blog post.

text:Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec . label:Neutral
",text:Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec . label:Neutral.
"instruction:Detect the sentiment in the following statement.

text:The subject of the project is provide to the company like : Software programming and consultancy services , Computer-related services , Data services , Computer support and consultancy services , Internet services etc. . label:Neutral
","text:The subject of the project is provide to the company like : Software programming and consultancy services , Computer-related services , Data services , Computer support and consultancy services , Internet services etc. . label:Neutral."
"instruction:Analyze the sentiment of this user review.

text:Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 . label:Positive
","text:Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 . label:Positive."
"instruction:Perform sentiment analysis on the sentence.

text:Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 . label:Positive
","text:Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 . label:Positive."
"instruction:Determine the sentiment in this blog post.

text:The company said that the results of the third quarter do not include non-recurring items . label:Neutral
",text:The company said that the results of the third quarter do not include non-recurring items . label:Neutral.
"instruction:Classify the sentiment of this email.

text:Sales in Finland decreased by 10.5 % in January , while sales outside Finland dropped by 17 % . label:Negative
","text:Sales in Finland decreased by 10.5 % in January , while sales outside Finland dropped by 17 % . label:Negative."
"instruction:Evaluate the sentiment in the text message.

text:The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said . label:Neutral
","text:The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said . label:Neutral."
"instruction:Perform sentiment analysis on the sentence.

text:`` These developments partly reflect the government 's higher activity in the field of dividend policy . '' label:Neutral
",text:`` These developments partly reflect the government 's higher activity in the field of dividend policy . '' label:Neutral.
"instruction:Evaluate the sentiment in this news headline.

text:In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m . label:Neutral
","text:In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m . label:Neutral."
"instruction:Evaluate the sentiment in this news headline.

text:The guidance has been set at 90 basis points over mid-swaps , the report said . label:Neutral
","text:The guidance has been set at 90 basis points over mid-swaps , the report said . label:Neutral."
"instruction:Determine the sentiment in this blog post.

text:Pharmaceutical market in Italy Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Italy . label:Neutral
",label:Neutral.
"instruction:Analyze the sentiment of this user review.

text:At the beginning of the subscription period on May 2 , 2006 the share subscription price under B option right is EUR 10.22 per share . label:Neutral
","text:At the beginning of the subscription period on May 2 , 2006 the share subscription price under B option right is EUR 10.22 per share . label:Neutral."
"instruction:Evaluate the sentiment in this news headline.

text:Operating profit of the Asian plants grew markedly . label:Positive
",text:Operating profit of the Asian plants grew markedly . label:Positive.
"instruction:Classify the sentiment of this email.

text:The buildings , with about 40 condominiums each , will be built in 4 or 5 stages . label:Neutral
","text:The buildings , with about 40 condominiums each , will be built in 4 or 5 stages . label:Neutral."
"instruction:Please classify the sentiment of this comment.

text:Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added . label:Positive
",label:Positive.
"instruction:Please classify the sentiment of this comment.

text:Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005 . label:Positive
","text:Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005 . label:Positive."
"instruction:Detect the sentiment in the following statement.

text:Each year the dividend is deducted from the subscription price . label:Neutral
",text:Each year the dividend is deducted from the subscription price . label:Neutral.
"instruction:Perform sentiment analysis on the sentence.

text:Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia . label:Negative
","text:Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia . label:Negative."
"instruction:Evaluate the sentiment in this news headline.

text:ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 . label:Neutral
","text:ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 . label:Neutral."
"instruction:Evaluate the sentiment in the text message.

text:Published by Globes online , Israel business news - www.globes-online.com - on November 16 , 2009 -® Copyright of Globes Publisher Itonut 1983 Ltd. 2009 label:Neutral
","instruction:Evaluate the sentiment in the text message..text:Published by Globes online , Israel business news - www.globes-online.com - on November 16 , 2009 -® Copyright of Globes Publisher Itonut 1983 Ltd. 2009 label:Neutral."
"instruction:Analyze the sentiment of this user review.

text:BAVARIA Industriekapital AG 's 2006 revenues were EUR 333 million , with an EBITDA of EUR 51 million . label:Neutral
","text:BAVARIA Industriekapital AG 's 2006 revenues were EUR 333 million , with an EBITDA of EUR 51 million . label:Neutral."
"instruction:Please classify the sentiment of this comment.

text:CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital . label:Neutral
","text:CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital . label:Neutral."
"instruction:Assess the sentiment in this product review.

text:Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars . label:Negative
","text:Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars . label:Negative."
"instruction:Analyze the sentiment of this social media post.

text:`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . '' label:Positive
","instruction:Analyze the sentiment of this social media post..text:`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . '' label:Positive."
"instruction:Analyze the sentiment of this user review.

text:Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein . label:Neutral
","text:Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein . label:Neutral."
"instruction:Evaluate the sentiment in the text message.

text:The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005 . label:Neutral
","text:The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005 . label:Neutral."
"instruction:Analyze the sentiment of this user review.

text:Raute posted a net profit of 1.8 mln euro $ 2.6 mln for the third quarter of 2007 , compared to a net loss of 299,000 euro $ 430,000 for the corresponding period of 2006 . label:Positive
",label:Positive.
"instruction:Evaluate the sentiment in this news headline.

text:The total investment of the project will be approximately EUR 36m . label:Neutral
",text:The total investment of the project will be approximately EUR 36m . label:Neutral.
"instruction:Analyze the sentiment of this social media post.

text:Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 . label:Positive
",text:Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 . label:Positive.
"instruction:Assess the sentiment in this product review.

text:Halonen 's office acknowledged receiving the letter but declined comment . label:Neutral
",text:Halonen 's office acknowledged receiving the letter but declined comment . label:Neutral.
"instruction:Detect the sentiment in the following statement.

text:TELE2 Affarsvarlden gave a `` buy '' recommendation on mobile operator Tele2 AB and a share price target of 142 crowns ( $ 23.54 - 15.19 euro ) . label:Positive
",text:TELE2 Affarsvarlden gave a `` buy '' recommendation on mobile operator Tele2 AB and a share price target of 142 crowns ( $ 23.54 - 15.19 euro ) . label:Positive.
"instruction:Classify the sentiment of this email.

text:Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 . label:Negative
",text:Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 . label:Negative.
"instruction:Determine the sentiment in this blog post.

text:Other details were not provided . label:Neutral
",text:Other details were not provided . label:Neutral.
"instruction:Evaluate the sentiment in this news headline.

text:EPS from continuing operations came in at 0.30 eur , up from 0.17 . label:Positive
","text:EPS from continuing operations came in at 0.30 eur , up from 0.17 . label:Positive."
"instruction:Perform sentiment analysis on the sentence.

text:Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur . label:Positive
","text:Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur . label:Positive."
"instruction:Evaluate the sentiment in the text message.

text:`` They want my credit card info and my personal details . label:Neutral
",label:Neutral.
"instruction:Assess the sentiment in this product review.

text:Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn . label:Positive
",text:Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn . label:Positive.
"instruction:Detect the sentiment in the following statement.

text:Arvo Vuorenmaa , the Loviisa plant 's general manager said the application for the new licence was a `` standard '' procedure and that he was `` quite confident '' about approval being granted . label:Positive
",label:Positive.
"instruction:Evaluate the sentiment in this news headline.

text:However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said . label:Positive
","text:However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said . label:Positive."
"instruction:Assess the sentiment in this product review.

text:The group reiterated its forecast that handset manufacturers will sell around 915 mln units this year globally . label:Neutral
",text:The group reiterated its forecast that handset manufacturers will sell around 915 mln units this year globally . label:Neutral.
